标题,视频简介,分类,bv号,av号,播放量,弹幕数,最高全站日排行,点赞,硬币,收藏,分享,up主,标签,时长,日期
"越南边境农村婚礼制作流水席，菜肴 宴席,婚礼现场","越南边境农村婚礼制作流水席，菜肴 宴席,婚礼现场",日常,BV1C7411Q71N,100001822,22,0,0,0,0,0,1,ewinh,#VLOG##生活记录##越南#,28:31,2020-03-28
80后宝妈做了儿时味道的南瓜棒，香甜软糯非常好吃，宝宝超级爱吃,食材：210g南瓜，300g低筋面粉，30g糖，50g黄油,美食圈,BV1C7411Q71Q,100001833,20,0,0,2,0,1,0,小楠食记,#甜点##美食视频##美食圈#,02:02,2020-03-31
（球球大作战）双冠600盾＋,。,手机游戏,BV1C7411Q71S,100001835,20,0,0,2,2,2,1,原啊原啊,#球球大作战手游##游戏视频##球球大作战#,01:20,2020-03-28
迷你世界：因为熊孩子的一句话，我发奋造了1扇电动升降玻璃门,迷你世界：因为熊孩子的一句话，我发奋造了1扇电动升降玻璃门,手机游戏,BV1C7411Q719,100001839,1151,1,0,11,0,7,1,小龅牙兔八哥,#兔八哥##迷你世界##生存模式#,02:41,2020-03-28
陈丹Judy 2020 3 28 英语课实录,2020 03 28,其他,BV1C7411Q71r,100001843,25,0,0,6,6,0,0,三片梧桐叶,#bilibili新星计划##学习##教育#,55:16,2020-03-28
mii2疯狂撒糖，你被齁到了嘛？(●°u°●) 」,-,影视剪辑,BV1C7411Q71q,100001855,122,0,0,6,2,4,1,你就是我的多啦a梦,"#剪辑# #whyru# #mii2#
小学鸡的撒糖time～爱了爱了",03:18,2020-03-28
植物大战僵尸，毒影菇、紫罗兰很好用，消消乐太难了。,-,手机游戏,BV1C7411Q7yE,100001859,15,0,0,0,0,0,0,快乐的吹叶机,#植物大战僵尸#,14:12,2020-03-28
新鲜的剪辑【王一博】,-,明星,BV1C7411Q7y5,100001871,8,0,0,0,0,0,0,敏敏酒精过敏,#王一博##明星##剪辑#,00:10,2020-03-28
王者荣耀三指操作,-,手机游戏,BV1C7411Q7yM,100001877,205,0,0,2,0,0,0,阿敬z,#打野##三指操作##王者农药#,00:53,2020-03-28
闺蜜竟然……,-,美妆,BV1C7411Q7yT,100001878,143,0,0,1,0,0,0,bili_33030179087,#美妆##闺蜜##时尚#,00:11,2020-03-28
秋名山实战直接开悬浮！飞车风云榜淡泊破vs张末！,"秋名山实战开悬浮真就不怕裂开……
已获风云榜赛事负责人授权
飞车风云榜官方OB直播间——快手杜辰浩
https://ppg.m.etoote.com/doodle/o/krnFoiZe.html",手机游戏,BV1C7411Q7Cd,100001881,8292,37,0,310,21,17,25,不散吖,"#QQ飞车手游##飞车风云榜##淡泊破#
秋名山实战开悬浮真就不怕裂开……",01:30,2020-03-28
四阶日常排位,-,网络游戏,BV1C7411Q7Co,100001880,12,0,0,3,0,0,0,职业演员玖某,#第五人格# #排位赛# #第一视角#,04:35,2020-03-28
【捡来的猫男（伪）】金明洙&蔡秀彬 | 韩国人演的中国网剧终于开播了 变成人的猫咪与女主的浪漫相遇（自制混剪）,"素材来自《快过来》、《半之半》两部韩剧

up也和很多小伙伴一样一直等待着金明洙和蔡秀彬、任时完主演的《捡来的猫男》的播出，但是一直被鸽到现在
于是诞生了今天的这个混剪

因为up对任时完了解不多，所以没有办法按照原本的人物设定剪辑
因此这是一个变成人的猫咪男主和录音师女主的浪漫爱情故事

如果条件允许的话应该会有下一部",影视剪辑,BV1C7411Q72A,100001830,559,0,0,12,0,3,1,Apinfinite,#全能打卡挑战##混剪##捡来的猫男# 挑战！,03:49,2020-03-28
拳皇97：慈善大赛上，武汉第一吖王遇到河池，这次底裤都输掉了,拳皇97：慈善大赛上，武汉第一吖王遇到河池，这次底裤都输掉了,单机游戏,BV1C7411Q7C9,100001883,1714,12,0,31,3,2,0,咻咻广普拳皇解说,拳皇97：慈善大赛上，武汉第一吖王遇到河池，这次底裤都输掉了,10:05,2020-03-28
一杯颜料的神仙配色为你呈现波西米亚风格~,大胆、强烈的色彩碰撞为你重现经典的波西米亚风格~,绘画,BV1C7411Q7yo,100001894,38,1,0,1,0,0,0,申昜畅,#绘画过程##原创##艺术#,01:23,2020-03-28
DIY两层猫别墅，超大型猫笼子自带猫窝【90-120双层】,DIY两层猫别墅，超大型猫笼子自带猫窝【90-120双层】组装视频,动物圈,BV1C7411Q7yZ,100001893,96,0,0,0,0,1,1,宠物极乐园,#猫咪##猫窝##猫别墅#TAG#bilibili新星计划#,09:56,2020-03-28
20200327_水化学,禁止转载，仅供学习使用,演讲? 公开课,BV1C7411Q7yy,100001898,6,0,0,0,0,0,0,shadow丶小珏,,01:37:00,2020-03-28
（jojo's）这个助眠视频，会让你进入深度睡眠。,https://youtu.be/RCDc1VPvGPA,其他,BV1C7411Q7y6,100001910,510,1,0,16,2,12,0,adn祥,#助眠##哄睡##触发#,35:04,2020-03-28
张新成小哥哥你不爱吗，反差萌太可爱了,"芒果TV
可盐可甜的张新成，你们的黎语冰",影视剪辑,BV1C7411Q7yt,100001914,9,0,0,1,0,0,0,爱吾所汝爱,#高甜##电视剧##张新成#,01:53,2020-03-28
喂喂VLOG02 顺利登记前往山城-重庆，有好的旅游景点记得推荐哦！,顺利登记前往山城-重庆3-5天，为期工作之旅，有好的旅游景点记得推荐哦！,日常,BV1C7411Q7yh,100001919,10,0,0,1,0,0,0,喂喂Vlog,#日常##VLOG##出差#,01:28,2020-03-28
【檀健次】月半小夜曲-无说话声,"音频
https://pan.baidu.com/s/1g5Px24hg2iGhuA64TMCVxA?
提取码:hpg4",明星,BV1C7411Q7yY,100001917,196,0,0,20,4,12,2,头上不是海草绿,#檀健次##音乐##月半小夜曲#,04:43,2020-03-28
钢管牧马人攀爬 极限攀岩 爬石头 offroad rc越野 suv 硬派越野车 jeep,钢管牧马人挑战爬坡，本人是华中地区猛禽车主，欢迎大家一起交流v：taokang1989.喜欢视频的请关注点赞转发！,运动,BV1C7411Q7C5,100001921,8171,53,0,90,15,52,48,越野tankpig,#牧马人##越野车##极限运动#,04:34,2020-03-28
我学会了做一个可怕的指挥官！- 全面坦克战争模拟器,"https://www.youtube.com/watch?v=85LCVyRYIF0
原标题：Учусь быть СТРАШНЫМ КОМАНДИРОМ! - Total Tank Simulator",单机游戏,BV1C7411Q7CV,100001922,927,10,0,33,5,8,0,工-具-人-0-2-3-号,#全面坦克战争模拟器##Total Tank Simulator##二战#,23:30,2020-03-28
"[转载]Dr.Garuda,瑞克和莫蒂手工黏土人",https://youtu.be/F3mJxNYe5hY,手工,BV1C7411Q7CN,100001930,42,1,0,4,0,1,1,东海螳,#瑞克和莫蒂##RICKANDMORTY##手工制作#,11:59,2020-03-28
亲爱的那不是爱情,,音乐现场,BV1C7411Q7CM,100001935,10,0,0,1,0,0,0,皇室音乐,#现场##全民音乐UP主#,00:26,2020-03-28
day  4,抖音 爱笑的Lala,日常,BV1C7411Q7km,100001947,19,0,0,1,0,0,0,蛮王冲撞9999,#VLOG##记录##打卡#,00:11,2020-03-28
《看一遍笑死系列》【斌斌CHB】新人，求个赞，么么哒。,-,搞笑,BV1C7411Q7C2,100001954,23,0,0,2,1,1,2,斌斌CHB,#自制视频##原创##娱乐#,02:54,2020-03-28
小小主播MC生存~,"超多超多MOD 综合型生存 本来还有个朋友的 结果呗放鸽子了
至于有多少MOD emm 我也记不清了 mod文件夹有260多个MOD文件 
不过可以当成服务器来玩 就是得1个人",单机游戏,BV1C7411Q7CS,100001959,8,0,0,1,0,0,0,四糸乃_9,#我的世界#,20:41,2020-03-28
【超级马里奥世界】TAS速通记录 by BrunoVisnadi in 09:54.35,"https://www.youtube.com/watch?v=OMNsL7deKlk
This is a tool-assisted speedrun. For more information, see http://tasvideos.org/4144M.html. TAS originally published on 2020-03-26. 

This is the 13th published movie of Super Mario World that beats the game by clearing 11 of the 96 exits, the shortest route intended by the game developers.  It improves upon the previous run by 2.75 (165 Frames @60 FPS) seconds.  Mario still dies in the process.  Improvements include: 
*  Better block duplication in Yoshi's Island 3 
*  Better P-switch use in Yoshi's Island 4 
*  Lag reduction in many levels 

We recommend reading the author's comments (http://tasvideos.org/6613S.html) for more details. 

There are also movies of this game that trigger the credits early (http://tasvideos.org/3989M.html), clear all 96 exits (http://tasvideos.org/2307M.html), clear as many exits as possible as small Mario (http://tasvideos.org/1868M.html) and write a program using the game's code (http://tasvideos.org/2513M.html).",单机游戏,BV1C7411Q7Cy,100001964,233,4,0,13,1,4,1,菲萝的雨月,#TAS##经典##超级马里奥#,15:08,2020-03-28
德丽莎：“舰长！我要过生日会！”生日快乐！德丽。。。傻,-,GMV,BV1C7411Q7Ck,100001966,25,1,0,4,1,3,2,翔YFTX01,#bilibili新星计划##崩坏3##德莉莎#,05:12,2020-03-28
[ASTRO文彬]cover WANNABE-itzy 手长脚长帅哥跳舞太绝了,"200327发布 
ASTRO 文彬 cover WANNABE by itzy",明星舞蹈,BV1C7411Q7Ca,100001968,833,1,0,37,5,8,4,VoidRealm,#ASTRO# #文彬# #COVER#,01:25,2020-03-28
元歌：这TM是啥？,虚假的秀儿天天和淑芬吵架，真正的秀儿天天和中二的自己E来E去（逃）,电子竞技,BV1C7411Q7Cb,100001971,367531,83,0,5145,66,384,739,轲一_五月,#王者荣耀##元歌##镜#,00:18,2020-03-28
boss :感觉身体已经被射穿,想去买个笔记本wan 游戏，新品价格稳定至少要等到6月份，现在只能就或者玩手游，呜呼哀哉,其他,BV1C7411Q7Cv,100001973,3,0,0,1,0,0,0,零界之燚,#新人#,00:22,2020-03-28
风云岛行动,-,手机游戏,BV1C7411Q7yc,100001884,3,0,0,1,0,0,0,百分之250,#手机游戏##新人#,13:49,2020-03-28
青春有你2第五期观后感/跟牛姐学rap/各地方言battle,"淡黄的长裙，蓬松的头发~~~
（笑得我一节经济法不知道讲了什么哈哈哈哈哈哈）
别问，问了就是师从陈学冬！！！
青你真有意思！！！！",日常,BV1C7411Q7C8,100001970,60,0,0,0,0,0,0,多宝鱼killer,值！得！一！看！,02:37,2020-03-28
中国逻辑学家公孙龙的“白马非马”论    《10年考研 2年模拟（政治）》（2021新版）,获取管琦老师《10年考研 2年模拟（政治）》（2021新版）图书、课件，联系助教小星老师，微信：wxzmc225,演讲? 公开课,BV1C7411Q7CW,100001976,11,0,0,0,0,0,0,管琦考研政治,#考研##考试##考研政治#,01:58,2020-03-28
/第五人格/红蝶的快乐四杀o(≧v≦)o/排位实况/,我前几天作死给自己手机相册买了个50G的内存我抓着这个机会多更新吧?_? 对了过几天我要发一个踩点燃视频你们最好心理准备我不知道什么时候会发但肯定不会缺席 我有战队啦我就是那个队长ohhhhh开心,手机游戏,BV1C7411Q7Cx,100001982,38,1,0,14,6,3,1,沐de狸欧,在？看看我的红蝶视频呗,11:19,2020-03-28
荒野大镖客悬崖最难找萨克维尔钻石戒指位置分享,"求三连！求三连！求三连！求三连！求三连！求三连！
有什么不懂的可以加我QQ 1755324227
r星id jokeronly12 萌新大佬都可以加我一起玩",单机游戏,BV1C7411Q7kM,100001985,202,2,0,11,6,6,0,御缪人,#荒野大镖客2##攻略##寻宝#,02:28,2020-03-28
【EXO】十二个狼崽,十二辉煌 九锥盛世?,明星,BV1C7411Q7kG,100001989,13,0,0,1,0,1,0,因为是茶蛋吖,这群男人真的太有魅力啦,00:08,2020-03-28
20200327_海洋无脊椎,禁止转载，仅供学习使用,演讲? 公开课,BV1C7411Q7Ct,100001980,2,0,0,0,0,0,0,shadow丶小珏,,01:19:18,2020-03-28
跑步运动伤痛不求人,,运动,BV1C7411Q7kN,100001996,480,1,0,21,6,7,1,吴栋说跑步,#运动#,00:57,2020-03-28
【汉服发型教程】get用一个假发片完成汉服发型，不来看看嘛,有哪里需要改进的欢迎提意见呐,日常,BV1C7411Q7kU,100001946,13,0,0,1,0,1,0,清羽呀小可爱,#国风新风尚##汉服发型教程##教程#,05:18,2020-03-28
懦弱胆小丈夫被妻子欺负，没想丈母娘深明大义，为女婿撑腰讨公道,妻子嫌弃丈夫娘娘腔没本事，丈母娘一番话，丈夫扬眉吐气,短片,BV1C7411Q7rd,100002005,4,0,0,0,0,0,0,豫东一枝花,#短片##情感##原创#,07:13,2020-03-28
【食物语】这个防守阵容能赢？,"奇怪的阵容增加了，
新人，",手机游戏,BV1C7411Q7rU,100002012,30,0,0,1,0,0,0,一起来殉情嘛,#食物语#,01:51,2020-03-28
珍爱生命，是人类一生的命题！,素材源于网路,搞笑,BV1C7411Q7kk,100002016,109,1,0,12,4,0,0,是小甜心的甜,#B站梗王争霸赛##生活##搞笑#,01:10,2020-03-28
【豪宅收藏】—纽约长岛—极具设计感的超级豪宅,"youtube
5000平方英尺建筑面积，5房6卫，售价1750万美元",日常,BV1C7411Q7kr,100002017,1106,1,0,31,2,83,1,雪莉Mason,#豪宅##别墅##生活#,04:00,2020-03-28
【男音低语】低语助眠，轻声讲话，对口喜欢听悄悄话的朋友,"https://youtu.be/aIpEeAkBSrc
?
喜欢关注3连8～",其他,BV1C7411Q7kq,100002029,212,1,0,9,3,5,1,Bachの甜菜奇点煮面町,#助眠# #放松# #低语#,20:37,2020-03-28
【苏打绿】【Sodagreen】【tomorrow will be fine】六人合体!,网络,音乐现场,BV1C7411Q7ki,100002030,35,0,0,3,0,1,0,小月亮的姑娘,555我的青春啊,05:05,2020-03-28
day 35,-,日常,BV1C7411Q7kt,100002038,1,0,0,0,0,0,0,wuniii,#VLOG#,23:10,2020-03-28
手枪、小刀通关P1,视频制作了2个半小时，制作不易，希望给个三连吧（三连血赚哦）,单机游戏,BV1C7411Q7k5,100002043,42,10,0,9,7,2,1,愈糖君Suger,,27:11,2020-03-28
以绝望为剑，铸逝者为铠！,以绝望为剑，铸逝者为铠！,手机游戏,BV1C7411Q7kn,100002045,34,1,0,5,6,0,2,丿特立独行的猫,#王者荣耀#以绝望为剑，铸逝者为铠！,00:39,2020-03-28
澳大利亚护士助产士职业介绍1,大学专业介绍:护理and助产本科专业，上课，课业，考试，实习,日常,BV1C7411Q7kJ,100002046,28,0,0,5,2,1,0,超新星H,#阳光UP主##VLOG##工作##护士##助产士##医院##实习##海外##留学##职业#,10:17,2020-03-28
一人带三盒，王树树含泪舔包，带粉丝恰鸡！,和平精英直播素材,手机游戏,BV1C7411Q7SQ,100002049,33,1,0,4,2,2,1,失控的王树树,#刺激战场##吃鸡##手游#,04:44,2020-03-28
电磁振荡,电磁振荡,日常,BV1C7411Q7SD,100002050,155,1,0,9,8,3,3,banqi0306,#学习##自制##教育#,40:58,2020-03-28
【全面战争模拟器】海盗之王vs所有兵种,本人是一名新人up主 希望大家支持我的视频，我会做的更好(=?ω?=),单机游戏,BV1C7411Q7kx,100002032,96,0,0,4,4,0,0,UT最棒,#新人##STEAM##全面战争模拟器#,41:02,2020-03-28
看一次笑一次，快乐的源泉要从模仿开始 哈哈哈,"https://weibo.com/2917229367/
【微博：全球热门爆笑排行榜】
?壁纸VX公众号：趣味潮图馆? 
?点关注不迷路哦?",搞笑,BV1C7411Q7kE,100002047,753,0,0,13,0,2,7,搞笑视频排行榜,,00:50,2020-03-28
大司马：种瓜得豆 鸡你太美 律师函警告,-,电子竞技,BV1C7411Q7kB,100002028,53,1,0,5,0,0,1,主播大小事,#电子竞技##英雄联盟##芜湖大司马#,01:27,2020-03-28
淑怡压一压~,嗷,其他,BV1C7411Q7Sy,100002056,22,0,0,2,2,1,1,故人昔辞hhl,#宅家进化论##鬼畜调教##洗脑循环#,00:39,2020-03-28
红米8A的骁龙439玩王者荣耀,全程还是比较卡顿的，所以我用了小号，开最低画质,手机平板,BV1C7411Q7Sk,100002058,1667,2,0,19,3,1,1,沅安同学,#宅家vlog挑战##王者荣耀##红米手机#,23:26,2020-03-28
德丽莎（傻）生日剧情,德丽莎（老婆）生日快乐!(^O^)y,手机游戏,BV1C7411Q7SU,100002060,15,0,0,2,0,1,0,绀海の希儿酱,#德丽莎##生日##崩崩崩#,03:42,2020-03-28
This Is How I Talk - SNL,,综艺,BV1C7411Q7Sm,100002061,247,1,0,1,0,2,0,William生始于动,#搞笑视频##美国##SATURDAYNIGHTLIVE#,04:51,2020-03-28
(电绘)苏简服装效果图绘画技巧教程01,百度网盘,服饰,BV1C7411Q7Si,100002064,155,0,0,7,2,13,2,莲绛欧巴,#服饰##服装设计##教程#,02:10:39,2020-03-28
媳妇要带着孩子回娘家，老公急忙把车子放气，媳妇上去就是一巴掌,媳妇要带着孩子回娘家，老公急忙把车子放气，媳妇上去就是一巴掌。三农、农民、农村琐事,日常,BV1C7411Q7Ss,100002075,1815,3,0,27,6,0,1,乡村阿董,#VLOG##生活记录##生活#,04:32,2020-03-30
收获爱情的小黄豆,-,综合,BV1C7411Q7Ds,100002081,4,0,0,2,0,0,0,毛毛坨简笔画,#治愈向# #动画短片# #可爱#,00:50,2020-03-28
保理业务中的重大风险和金融犯罪-00092（深圳保理协会2018 年讲座）,保理业务中的重大风险和金融犯罪（深圳保理协会2018 年讲座）,日常,BV1C7411Q7Se,100002066,4,0,0,0,0,0,0,金赛波律师课堂,#保理##法院案例##案例分析#,11:47,2020-03-28
《教父》三部曲剪影（6分钟看懂教父）,"做这个视频没什么别的目的，只是想通过剪影的方式表达一些内心想表达的东西。
BGM:The Godfather(Love Theme)-Nino Rota
Main Title(The GodfatherWaltz)-Nino Rota
Speak Softly Love-电影《教父》主题曲（Cover Various Artists）-黎雨贤
素材选自：电影《教父》《教父2》《教父3》",影视剪辑,BV1C7411Q7Dp,100002083,105,0,0,7,3,4,2,-E_V_A-,#教父##经典##马龙白兰度#,06:30,2020-03-28
湖北解封后的周末2020.03.22,-,日常,BV1C7411Q7DW,100002082,15,1,0,1,0,0,0,zhichiyikou,#VLOG# #湖北# #VLOG日常#,03:05,2020-03-28
ózbekiston Respublikasining Davlat Madhiyasi-ózbekiston,"标题：ózbekiston Respublikasining Davlat Madhiyasi
国家：乌兹别克斯坦
语言：乌兹别克语
作词：Abdulla Oripov
作曲：Mutal Burhonov
乌兹别克斯坦国歌 1992~
九金煞乌蒙（Kinboise） 翻译，参考维基百科、维基词典、谷歌翻译，可能偏差较大",音乐综合,BV1C7411Q7Dt,100002086,79,0,0,3,2,4,2,九金煞乌蒙,#乌兹别克斯坦#,02:30,2020-04-01
【Alice】当考试周遇上时装周，UP暴走十场秀并兼顾考研考试？如何管理时间，分清主次？前学生党时间管理分享,"hello大家好 我是正在隔离的Alice！
这期视频是关于我一次成功的时间管理的分享
希望大家喜欢~
微博@子琛Alice
Ins@alice zichen zhou",T台,BV1C7411Q7Dj,100002089,26656,72,0,1159,659,938,16,子琛Alice,#时尚##模特##秀场# #考研# #学习# #时间管理#,12:25,2020-03-28
祖安人牛逼！,"皮皮虾
皮皮虾",搞笑,BV1C7411Q7DH,100002092,22,0,0,2,0,2,0,尤丝Share,#搞笑##搞笑视频#,00:53,2020-03-28
崩坏三苦痛140温度渠道无神恩喝水出分，不是神仙组应该妥妥晋级！,-三A一蓄力，无限坍缩技巧，多打几遍就熟悉了，面板1190,手机游戏,BV1C7411Q7kW,100002034,235,1,0,7,4,2,3,希尔薇っ,#崩坏三##崩坏3##手机游戏#,01:44,2020-03-28
隔离期减肥D42/热身/林芊妤瘦大腿/拉伸/,今日体重57.7kg,运动,BV1C7411Q7DE,100002095,13,0,0,1,0,0,0,33娃娃,#健身战“疫”挑战# #减肥# #健身#,05:54,2020-03-28
大家好，给大家介绍一下这个酷盖,-,明星,BV1C7411Q7S8,100002078,58,0,0,5,0,0,0,敏敏酒精过敏,#王一博##明星##剪辑#,00:13,2020-03-28
黑昼的服务器爆肝计划---天守阁【第十二期】【上帝视角】,-,单机游戏,BV1C7411Q7DM,100002097,15,0,0,4,0,1,0,浪子皮皮鼠,#新人##我的世界##正版#,13:20,2020-03-28
当戏精女孩周幼琳遇上钢铁直男薛功灿 #我,当戏精女孩周幼琳遇上钢铁直男薛功灿 #我的女孩#,日常,BV1C7411Q7Sf,100002106,9,0,0,1,0,0,0,百万狗叔,当戏精女孩周幼琳遇上钢铁直男薛功灿 #我的女孩#,04:33,2020-03-28
金一南：对我人生影响很大的三部书,http://i.youku.com/i/UMjg1MDQ3NjA=,星海,BV1C7411Q7DA,100002110,21920,33,0,466,31,635,73,战忽局印太司令部,#金一南##星海##趣味科普人文#,01:55,2020-03-30
【丝滑60帧测试】相 声 靶 场,刷刷记录，练练拉枪，然后就想办法压了一个1080P60FPS的视频。,网络游戏,BV1C7411Q7DG,100002101,68,0,0,7,3,2,0,爱吃响爷的萨库什,#使命召唤16##COD16##网络游戏#看看到底是不是1080P60帧的。,01:09,2020-03-28
肝脏好的人，晨起一般有3个表现，若你符合，肝脏棒棒的,健康、肝功能、养肝、肝病、表现，肝不错的人，晨起有3个表现，若你都有，恭喜肝功能还不错。,日常,BV1C7411Q7Uk,100002124,154,0,0,9,0,5,0,侃侃养生,#全能打卡挑战##健康##养肝#,01:13,2020-03-29
【彩铅】彩铅手绘狗子,-,绘画,BV1C7411Q7U8,100002128,9,0,0,4,0,0,0,大魔王1017,#绘画##彩铅##绘画教程#,00:31,2020-03-28
【黄金律】明日方舟-危机合约-新·中转站8-禁近卫重装,"手残up，萌新
这一关只需要一点点点点的细节就可以啦
练度要求倒是不高，就是费手
不然我怎么会试到现在呢hhh",手机游戏,BV1C7411Q7UY,100002133,16,0,0,4,3,0,0,白展嵇,#明日方舟·荒废遗迹赛区##手机游戏##明日方舟#,04:01,2020-03-28
和狗子去撸猫,"和我的闺蜜大狗去撸猫，没有戴口罩是因为去年拍摄，没有视频资料，只能做成PPT放映的样子。
BGM：致爱Your Song(live)-鹿晗
出境人员： @爱橙汁的养不生陈皮",日常,BV1C7411Q7UC,100002115,27,0,0,3,0,0,0,我怕是疯了吧,#生活记录##VLOG##撸猫#,00:27,2020-03-28
这 是 什 么 神 仙 伤 害 ！,大家觉得有用的给我点个赞叭，硬币留给你们喜欢的up主就好了,手机游戏,BV1C7411Q7UD,100002116,540,0,0,18,15,4,4,乔茉乔沫,#狐妖小红娘##狐妖小红娘手游##风云奇谭#,06:48,2020-03-28
mv设计师的一周 致敬加班族（填词waiting for love）,"作曲：Avicii
填词：石中天
代唱：白加黑


虽然我本人没有受到这种摧残，但是略有所闻，故填之，希望给大家忙碌的生活带去一丝快乐，减少一些压力。",翻唱,BV1C7411Q7Ux,100002140,18,0,0,0,0,0,0,skyinstone,#音乐##MV##治愈向#,03:53,2020-03-28
娱乐,-,日常,BV1C7411Q7Us,100002141,153210,92,0,8580,339,690,321,影流之主1,娱乐,00:16,2020-03-28
虎啸非洲-见过在非洲大草原上开启团战模式的老虎吗？（上）,讲述了移民到非洲大草原的两只老虎正努力学习捕猎技巧，现在还能齐心协力一起捕猎动物，而且成功率奇高，不是狮群所比拟的,动物圈,BV1C7411Q7S5,100002157,987,1,0,17,0,3,0,趣味动物乐园,#bilibili新星计划##老虎##非洲#,03:21,2020-03-28
【路飞】为了朋友，为了约定一定要变强！,-,影视剪辑,BV1C7411Q7SG,100002159,47,0,0,6,6,0,0,妖白酱,#海贼王##路飞##混剪#,01:51,2020-03-28
【游骑记】长亭外古道边的古韵古村,"潭王古道，是旧时潭柘寺通往王平镇的古道，为玉河古道的一部分.世事变迁，如今已鲜有人走，而古道边的抢风坡村、黄土台村等古村落虽已破败，但古韵犹存，倒成了一条徒步、穿越的好线路;本次，在穿越的同时，我们进入这些古村落，用镜头呈现，古道边的古风古韵...

发现更多精彩有趣的内容，关注“游骑兵团”！
主创Weibo@摄影师柏霖",汽车,BV1C7411Q7ST,100002164,25,0,0,0,0,1,0,游_骑_兵_团,#旅行VLOG##自驾游##小众旅行目的地#,01:49,2020-03-28
菜鸟游玩系列,我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜我好菜,手机游戏,BV1C7411Q7SP,100002167,21,0,0,17,0,0,0,搭配斯帕斯基好的,#萌新# #手机游戏# #新人#,03:33,2020-03-29
【LIVE学习局】Study With Me///轻音乐///3.25记录,"【简介】
美本大一咸鱼一枚，坐标约翰霍普金斯
双修1. 分子和细胞生物学， 2. 物理（学不下去随时drop哈哈哈哈哈），辅修数学
不我暂时不想学医，因为学了可能4年毕不了业
正在学的专业课：Genetics, Probability & Statistics, Differential Equations and Applications
无奖竞猜歌名，也别问猜没猜中…我也记不住名字",日常,BV1C7411Q7UR,100002168,6,0,0,1,0,0,0,HaamsRee,#学霸修炼挑战##VLOG##生活记录# Day 5! pass/fail前最后一更，genetics考前冲刺,01:02:14,2020-03-28
原来男追女并不难 | 如何追女生,-,日常,BV1C7411Q7UX,100002170,16,0,0,1,2,0,0,大饼露露酱,#情感##追女生##把妹#,07:52,2020-03-28
春天，跑者该添置的跑步装备,,运动,BV1C7411Q7Uf,100002172,1098,1,0,34,5,5,0,吴栋说跑步,#跑步#,01:27,2020-03-28
穿越时空的爱恋朱元璋CUT6-1-2,穿越时空的爱恋朱元璋CUT6-1-2,影视剪辑,BV1C7411Q7UQ,100002171,9,0,0,0,0,0,0,孫亚琴,,04:17,2020-03-28
《处处吻》emmm,当飞车博主梦辰唱处处吻(???ω??)?,翻唱,BV1C7411Q7UZ,100002173,10,0,0,1,0,0,0,信梦辰-,#音乐##男声##国人男声#,03:16,2020-03-28
